SITE NAME,COUNTRY,LAT,LON,BEARING,independent_intersection_lat,d_I (current),d_II,d_III,d_IV,d_V,d_min_5pole,nearest_pole_5pole,d_min_6pole,nearest_pole_6pole
Yaxchilan,Peru,-8.1048,-79.045,18.0,56.728510554252026,33.271489445747974,19.271489445747974,15.471489445747977,7.371489445747969,4.428510554252028,4.428510554252028,V,4.428510554252028,V
Huaca Esmeralda,Peru,-11.0233,-77.6338,17.0,56.748953897637854,33.251046102362146,19.251046102362146,15.451046102362149,7.35104610236214,4.448953897637857,4.448953897637857,V,4.448953897637857,V
Vichama,Guatemala,14.633,-90.549,28.0,56.76806685730685,33.23193314269315,19.23193314269315,15.431933142693154,7.3319331426931456,4.468066857306852,4.468066857306852,V,4.468066857306852,V
Kaminal Juyu,Peru,-8.106,-79.079,18.0,56.75602282630488,33.24397717369512,19.24397717369512,15.443977173695124,7.343977173695116,4.456022826304881,4.456022826304881,V,4.456022826304881,V
Chan-Chan,Turkey,39.0554,43.357,-39.0,57.73098826262937,32.26901173737063,18.269011737370633,14.469011737370636,6.369011737370627,5.43098826262937,5.43098826262937,V,5.43098826262937,V
Zernaki Tepe ,Portugal,37.0807,-8.1208,-40.0,56.78323288289389,33.21676711710611,19.21676711710611,15.416767117106112,7.316767117106103,4.483232882893894,4.483232882893894,V,4.483232882893894,V
Vilamoura,Turkey,39.2034,29.6087,-43.0,56.90561014637138,33.09438985362862,19.09438985362862,15.294389853628623,7.194389853628614,4.605610146371383,4.605610146371383,V,4.605610146371383,V
Aizanoi,El Salvador,13.8006,-89.3895,27.0,57.02880670578183,32.97119329421817,18.971193294218168,15.17119329421817,7.071193294218162,4.728806705781835,4.728806705781835,V,4.728806705781835,V
San Andrés,Egypt,22.7312,32.2626,-36.0,57.06983330638656,32.93016669361344,18.930166693613437,15.13016669361344,7.030166693613431,4.769833306386566,4.769833306386566,V,4.769833306386566,V
Temple of Amada,China,34.625,112.375,-11.0,57.09256768685976,32.90743231314024,18.90743231314024,15.107432313140244,7.007432313140235,4.792567686859762,4.792567686859762,V,4.792567686859762,V
Tomb of King Ling of Zhou,Tunesia,36.4222,9.2183,-42.0,57.30110400940827,32.69889599059173,18.69889599059173,14.898895990591733,6.798895990591724,5.001104009408273,5.001104009408273,V,5.001104009408273,V
Dougga,Mexico,14.9236,-92.1796,28.0,57.44563971819463,32.55436028180537,18.554360281805373,14.754360281805376,6.654360281805367,5.14563971819463,5.14563971819463,V,5.14563971819463,V
Izapa,Mexico,15.8272,-91.8841,28.0,57.641403711038066,32.358596288961934,18.358596288961934,14.558596288961937,6.458596288961928,5.341403711038069,5.341403711038069,V,5.341403711038069,V
Lagartero,USA,31.6268,-91.8187,36.0,57.58743997958505,32.41256002041495,18.41256002041495,14.612560020414953,6.512560020414945,5.287439979585052,5.287439979585052,V,5.287439979585052,V
Unknown structure,Iraq,31.621,45.933,-36.0,57.69457805084458,32.30542194915542,18.305421949155424,14.505421949155426,6.405421949155418,5.394578050844579,5.394578050844579,V,5.394578050844579,V
Umma,Australia,-33.7181,143.0812,13.0,57.626325899598605,32.373674100401395,18.373674100401395,14.573674100401398,6.473674100401389,5.326325899598608,5.326325899598608,V,5.326325899598608,V
Mungo,Peru,-13.5024,-76.045,15.5,57.74532063015008,32.25467936984992,18.254679369849917,14.45467936984992,6.3546793698499116,5.445320630150086,5.445320630150086,V,5.445320630150086,V
Chincha Paracas Platform Mounds,Egypt,25.7188,32.6021,-36.0,57.82034086452803,32.17965913547197,18.179659135471972,14.379659135471975,6.279659135471967,5.5203408645280305,5.5203408645280305,V,5.5203408645280305,V
Medinet Habu temple,Portugal,40.0995,-8.4938,-41.0,57.93671550619819,32.06328449380181,18.06328449380181,14.263284493801812,6.163284493801804,5.636715506198193,5.636715506198193,V,5.636715506198193,V
Conímbriga,Crimea,44.5928,33.8009,-44.0,57.8617484728665,32.1382515271335,18.138251527133498,14.338251527133501,6.238251527133492,5.561748472866505,5.561748472866505,V,5.561748472866505,V
Mangup Kale,Israel,33.1101,35.5309,-38.0,57.979939130925366,32.020060869074634,18.020060869074634,14.220060869074636,6.120060869074628,5.679939130925369,5.679939130925369,V,5.679939130925369,V
Tel Kadesh Naftali,Iran,32.0098,48.5198,-35.0,58.23300897028458,31.76699102971542,17.76699102971542,13.966991029715423,5.866991029715415,5.9330089702845825,5.866991029715415,IV,5.866991029715415,IV
Chogha Zanbil,Myanmar,21.1685,94.8584,-19.0,58.22162933490359,31.77837066509641,17.77837066509641,13.978370665096413,5.878370665096405,5.921629334903592,5.878370665096405,IV,5.878370665096405,IV
Temples of Bagan (medium cluster),Peru,-8.0948,-79.067,17.0,58.446825451441654,31.553174548558346,17.553174548558346,13.753174548558349,5.65317454855834,6.146825451441657,5.65317454855834,IV,5.65317454855834,IV
Chan-Chan,Peru,-10.8805,-77.5148,16.0,58.50359948419253,31.496400515807473,17.496400515807473,13.696400515807476,5.596400515807467,6.20359948419253,5.596400515807467,IV,5.596400515807467,IV
Allpacoto,Jordan,32.2767,35.8902,-37.0,58.54801853493843,31.45198146506157,17.45198146506157,13.651981465061574,5.551981465061566,6.248018534938431,5.551981465061566,IV,5.551981465061566,IV
Jerash,Libya,32.6392,14.2951,-38.0,58.64393416772495,31.35606583227505,17.35606583227505,13.556065832275053,5.456065832275044,6.343934167724953,5.456065832275044,IV,5.456065832275044,IV
Leptis Magna,Sri Lanka,7.8159,80.3116,-25.0,58.56387006744799,31.436129932552006,17.436129932552006,13.63612993255201,5.536129932552001,6.263870067447996,5.536129932552001,IV,5.536129932552001,IV
Yapahuwa Temple,Greece,37.1101,25.3723,-40.0,58.82579294504877,31.174207054951232,17.174207054951232,13.374207054951235,5.274207054951226,6.525792945048771,5.274207054951226,IV,5.274207054951226,IV
Portara,Sudan,18.5358,31.8242,-33.0,58.90852017155836,31.091479828441642,17.091479828441642,13.291479828441645,5.191479828441636,6.608520171558361,5.191479828441636,IV,5.191479828441636,IV
Jebel Barkal,Mexico,20.681,-88.57,27.0,59.11797564523778,30.882024354762223,16.882024354762223,13.082024354762225,4.982024354762217,6.81797564523778,4.982024354762217,IV,4.982024354762217,IV
Chichen Itza,Mexico,16.703,-93.0037,27.0,59.24312209893679,30.756877901063213,16.756877901063213,12.956877901063216,4.856877901063207,6.94312209893679,4.856877901063207,IV,4.856877901063207,IV
Chiapa de Corzo,Iraq,33.484,44.728,-35.0,59.39177044611222,30.60822955388778,16.60822955388778,12.808229553887784,4.708229553887776,7.091770446112221,4.708229553887776,IV,4.708229553887776,IV
Eshnunna (Sumer),Iraq,30.963,46.103,-33.0,60.387618337397434,29.612381662602566,15.612381662602566,11.812381662602569,3.71238166260256,8.087618337397437,3.71238166260256,IV,3.71238166260256,IV
Great Ziggurat of Ur,Mexico,21.1603,-99.3965,30.0,59.62524830329498,30.37475169670502,16.37475169670502,12.574751696705022,4.474751696705013,7.325248303294984,4.474751696705013,IV,4.474751696705013,IV
Tancama,Mexico,21.0915,-89.5967,27.0,59.61406387967535,30.38593612032465,16.38593612032465,12.585936120324654,4.485936120324645,7.314063879675352,4.485936120324645,IV,4.485936120324645,IV
Dzibilchaltun,Turkey,40.1402,44.5384,-37.0,59.696910246112324,30.303089753887676,16.303089753887676,12.503089753887679,4.40308975388767,7.396910246112327,4.40308975388767,IV,4.40308975388767,IV
Susi Temple (and Erebuni Fortress),Mexico,19.329,-98.8923,29.0,59.81492479029619,30.18507520970381,16.18507520970381,12.385075209703814,4.285075209703805,7.514924790296192,4.285075209703805,IV,4.285075209703805,IV
Acozac,Mexico,14.8707,-90.6661,24.0,60.86395519289556,29.13604480710444,15.13604480710444,11.336044807104443,3.2360448071044345,8.563955192895563,3.2360448071044345,IV,3.2360448071044345,IV
Mixco Viejo,Iran,29.9359,52.8926,-32.0,59.80877415213419,30.19122584786581,16.19122584786581,12.391225847865812,4.291225847865803,7.508774152134194,4.291225847865803,IV,4.291225847865803,IV
Persepolis,Iran,30.6521,61.401,-30.0,59.84460287028823,30.155397129711773,16.155397129711773,12.355397129711776,4.255397129711767,7.54460287028823,4.255397129711767,IV,4.255397129711767,IV
Burnt City,Italy,41.606,15.8836,-42.0,59.92196111903124,30.078038880968762,16.078038880968762,12.278038880968765,4.1780388809687565,7.621961119031241,4.1780388809687565,IV,4.1780388809687565,IV
Ipogei Capparelli,Myanmar,21.1935,94.8951,-18.0,59.926921188403796,30.073078811596204,16.073078811596204,12.273078811596207,4.1730788115961985,7.626921188403799,4.1730788115961985,IV,4.1730788115961985,IV
Temples of Bagan (medium cluster),Mexico,17.4841,-92.0462,26.0,60.13512259422621,29.86487740577379,15.86487740577379,12.064877405773792,3.964877405773784,7.835122594226213,3.964877405773784,IV,3.964877405773784,IV
Palenque,Mexico,20.2487,-89.647,26.0,60.248094535514596,29.751905464485404,15.751905464485404,11.951905464485407,3.851905464485398,7.948094535514599,3.851905464485398,IV,3.851905464485398,IV
Kabah,Peru,-8.1104,-79.0747,16.0,60.17756435009102,29.822435649908982,15.822435649908982,12.022435649908985,3.9224356499089765,7.877564350091021,3.9224356499089765,IV,3.9224356499089765,IV
Chan-Chan,Mexico,19.0013,-88.2304,25.0,60.27296722343673,29.72703277656327,15.72703277656327,11.927032776563273,3.8270327765632643,7.972967223436733,3.8270327765632643,IV,3.8270327765632643,IV
Chacchoben,Jordan,32.3252,35.7273,-35.0,60.33737545700422,29.66262454299578,15.662624542995779,11.862624542995782,3.7626245429957734,8.037375457004224,3.7626245429957734,IV,3.7626245429957734,IV
Ajlun Castle,Mexico,14.9232,-92.1798,25.0,60.391361103014304,29.608638896985696,15.608638896985696,11.808638896985698,3.70863889698569,8.091361103014307,3.70863889698569,IV,3.70863889698569,IV
Izapa,Egypt,25.2934,32.5562,-33.0,60.39991765317442,29.60008234682558,15.60008234682558,11.800082346825583,3.7000823468255746,8.099917653174423,3.7000823468255746,IV,3.7000823468255746,IV
Temple of Esna,Mexico,15.8276,-91.8838,25.0,60.55428379807535,29.445716201924647,15.445716201924647,11.64571620192465,3.545716201924641,8.254283798075356,3.545716201924641,IV,3.545716201924641,IV
Lagartero,Mexico,22.4582,-102.8218,30.0,60.693117448412,29.306882551587996,15.306882551587996,11.506882551588,3.406882551587991,8.393117448412006,3.406882551587991,IV,3.406882551587991,IV
La Quemada ,Peru,-13.5024,-76.045,14.0,60.75707287030786,29.24292712969214,15.242927129692141,11.442927129692144,3.3429271296921357,8.457072870307861,3.3429271296921357,IV,3.3429271296921357,IV
Chincha Paracas Platform Mounds,Morocco,34.0741,-5.5549,-32.0,60.77668886963856,29.223311130361438,15.223311130361438,11.42331113036144,3.323311130361432,8.476688869638565,3.323311130361432,IV,3.323311130361432,IV
Volubilis,Mexico,16.8988,-92.0097,25.0,60.91139687322373,29.08860312677627,15.08860312677627,11.288603126776273,3.1886031267762647,8.611396873223732,3.1886031267762647,IV,3.1886031267762647,IV
Toniná,Crimea,45.3739,36.526,-40.0,60.9249848610632,29.0750151389368,15.075015138936799,11.275015138936801,3.175015138936793,8.624984861063204,3.175015138936793,IV,3.175015138936793,IV
Kurgan,Portugal,37.9976,-7.9494,-34.0,60.85905366079779,29.14094633920221,15.140946339202209,11.340946339202212,3.2409463392022033,8.559053660797794,3.2409463392022033,IV,3.2409463392022033,IV
Pisões,India,20.5536,75.7012,-24.0,61.122030020249305,28.877969979750695,14.877969979750695,11.077969979750698,2.9779699797506893,8.822030020249308,2.9779699797506893,IV,2.9779699797506893,IV
Ajanta Caves ,Mexico,16.9578,-96.4496,26.0,61.27854102031943,28.72145897968057,14.72145897968057,10.921458979680573,2.821458979680564,8.978541020319433,2.821458979680564,IV,2.821458979680564,IV
Yagul,Mexico,20.2149,-87.4294,24.0,61.34195070362016,28.658049296379843,14.658049296379843,10.858049296379846,2.7580492963798378,9.04195070362016,2.7580492963798378,IV,2.7580492963798378,IV
Tulum,Iraq,33.484,44.728,-33.0,61.26951024400616,28.730489755993837,14.730489755993837,10.93048975599384,2.830489755993831,8.969510244006166,2.830489755993831,IV,2.830489755993831,IV
Eshnunna (Sumer),Libya,32.637,14.2935,-34.0,61.6363235554585,28.363676444541497,14.363676444541497,10.5636764445415,2.463676444541491,9.336323555458506,2.463676444541491,IV,2.463676444541491,IV
Leptis Magna,Mexico,19.2678,-103.7271,28.0,61.685753666626866,28.314246333373134,14.314246333373134,10.514246333373137,2.4142463333731286,9.385753666626869,2.4142463333731286,IV,2.4142463333731286,IV
La Campana,Mexico,18.2779,-93.2003,25.0,61.689189754725454,28.310810245274546,14.310810245274546,10.510810245274548,2.41081024527454,9.389189754725457,2.41081024527454,IV,2.41081024527454,IV
Comalcalco,Algeria,36.3222,5.7351,-36.0,61.01921158604745,28.980788413952553,14.980788413952553,11.180788413952556,3.080788413952547,8.71921158604745,3.080788413952547,IV,3.080788413952547,IV
Djemila,Italy,42.4112,11.2866,-40.0,61.65146845648113,28.348531543518867,14.348531543518867,10.54853154351887,2.448531543518861,9.351468456481136,2.448531543518861,IV,2.448531543518861,IV
Cosa,Myanmar,21.1831,94.8905,-17.0,61.668805544952846,28.331194455047154,14.331194455047154,10.531194455047157,2.431194455047148,9.36880554495285,2.431194455047148,IV,2.431194455047148,IV
Temples of Bagan (medium cluster),Spain,38.0381,-3.6259,-34.0,61.772816997740364,28.227183002259636,14.227183002259636,10.427183002259639,2.3271830022596305,9.472816997740367,2.3271830022596305,IV,2.3271830022596305,IV
Cástulo,Bulgaria,42.1512,24.752,-39.0,61.797102117756005,28.202897882243995,14.202897882243995,10.402897882243998,2.3028978822439896,9.497102117756008,2.3028978822439896,IV,2.3028978822439896,IV
Plovdiv,Mexico,20.681,-88.57,24.0,61.898162116333545,28.101837883666455,14.101837883666455,10.301837883666458,2.2018378836664496,9.598162116333548,2.2018378836664496,IV,2.2018378836664496,IV
Chichen Itza,Peru,-8.1134,-79.0769,15.0,61.93339986490519,28.06660013509481,14.06660013509481,10.266600135094812,2.1666001350948036,9.633399864905194,2.1666001350948036,IV,2.1666001350948036,IV
Chan-Chan,Peru,-14.8193,-75.1162,13.0,61.87696167591372,28.12303832408628,14.12303832408628,10.323038324086284,2.223038324086275,9.576961675913722,2.223038324086275,IV,2.223038324086275,IV
Cahuachi,Libya,32.7088,20.9541,-34.0,61.91855462399718,28.08144537600282,14.081445376002819,10.281445376002821,2.181445376002813,9.618554623997184,2.181445376002813,IV,2.181445376002813,IV
Ptolemais,Guatemala,16.0039,-90.0439,23.0,61.98665865682107,28.01334134317893,14.01334134317893,10.213341343178932,2.1133413431789236,9.686658656821074,2.1133413431789236,IV,2.1133413431789236,IV
Cancuén,Mexico,20.1692,-89.3388,24.0,61.99604249374302,28.00395750625698,14.003957506256981,10.203957506256984,2.1039575062569753,9.696042493743022,2.1039575062569753,IV,2.1039575062569753,IV
Chacmultun,Egypt,30.9566,31.5166,-33.0,61.97449518993325,28.02550481006675,14.02550481006675,10.225504810066752,2.1255048100667437,9.674495189933253,2.1255048100667437,IV,2.1255048100667437,IV
Unknown ruins in Egypt,Mexico,16.9717,-96.492,25.0,62.251929317266836,27.748070682733164,13.748070682733164,9.948070682733167,1.8480706827331588,9.951929317266838,1.8480706827331588,IV,1.8480706827331588,IV
Lambityeco,Mexico,16.9584,-96.4505,25.0,62.23732295621115,27.762677043788848,13.762677043788848,9.962677043788851,1.8626770437888425,9.937322956211155,1.8626770437888425,IV,1.8626770437888425,IV
Yagul,Italy,40.7483,14.4889,-38.0,62.19116622170857,27.80883377829143,13.80883377829143,10.008833778291432,1.9088337782914238,9.891166221708573,1.9088337782914238,IV,1.9088337782914238,IV
Pompeii,Peru,-10.8712,-77.5308,14.0,62.27846541842836,27.72153458157164,13.721534581571639,9.921534581571642,1.8215345815716333,9.978465418428364,1.8215345815716333,IV,1.8215345815716333,IV
Cerro Colorado,Romania,45.9147,22.8148,-41.0,62.334074624386396,27.665925375613604,13.665925375613604,9.865925375613607,1.7659253756135982,10.034074624386399,1.7659253756135982,IV,1.7659253756135982,IV
Micia,Iraq,30.962,46.104,-31.0,62.294372355536424,27.705627644463576,13.705627644463576,9.905627644463578,1.80562764446357,9.994372355536427,1.80562764446357,IV,1.80562764446357,IV
Ruins at Ur,Cambodia,13.783,104.5372,-13.0,62.27655104361068,27.72344895638932,13.72344895638932,9.923448956389322,1.8234489563893135,9.976551043610684,1.8234489563893135,IV,1.8234489563893135,IV
Pyramid of Koh-Ker,Mexico,14.9232,-92.18,23.0,62.421601369765135,27.578398630234865,13.578398630234865,9.778398630234868,1.6783986302348595,10.121601369765138,1.6783986302348595,IV,1.6783986302348595,IV
Izapa,Portugal,40.0992,-8.4949,-33.0,62.41562301928412,27.58437698071588,13.58437698071588,9.784376980715884,1.684376980715875,10.115623019284122,1.684376980715875,IV,1.684376980715875,IV
Conímbriga,Spain,40.1663,-6.1008,-34.0,62.362919675052495,27.637080324947505,13.637080324947505,9.837080324947507,1.7370803249474989,10.062919675052498,1.7370803249474989,IV,1.7370803249474989,IV
Caparra,Peru,-7.077,-79.684,15.0,62.49610342634143,27.503896573658572,13.503896573658572,9.703896573658575,1.6038965736585666,10.19610342634143,1.6038965736585666,IV,1.6038965736585666,IV
Calakmul,Mexico,18.1067,-89.8116,23.0,62.50642847195967,27.493571528040327,13.493571528040327,9.69357152804033,1.5935715280403215,10.206428471959676,1.5935715280403215,IV,1.5935715280403215,IV
Red Monastery,Egypt,26.5547,31.6199,-31.0,62.516952778401475,27.483047221598525,13.483047221598525,9.683047221598528,1.5830472215985196,10.216952778401478,1.5830472215985196,IV,1.5830472215985196,IV
Ingapirca,Ecuador,-2.5398,-78.8749,15.0,62.60320376444542,27.396796235554582,13.396796235554582,9.596796235554585,1.4967962355545765,10.30320376444542,1.4967962355545765,IV,1.4967962355545765,IV
Delphi,Greece,38.4823,22.5013,-36.0,62.55011789665728,27.449882103342723,13.449882103342723,9.649882103342726,1.5498821033427177,10.25011789665728,1.5498821033427177,IV,1.5498821033427177,IV
Tomb of Empress Xu,China,34.375,108.685,-11.0,62.64242983005394,27.357570169946058,13.357570169946058,9.557570169946061,1.4575701699460524,10.342429830053945,1.4575701699460524,IV,1.4575701699460524,IV
Didyma,Turkey,37.385,27.2563,-35.0,62.69260600486946,27.30739399513054,13.307393995130539,9.507393995130542,1.4073939951305334,10.392606004869464,1.4073939951305334,IV,1.4073939951305334,IV
El Paraiso,Peru,-11.953,-77.1186,13.5,62.81091054341058,27.18908945658942,13.189089456589421,9.389089456589424,1.2890894565894158,10.510910543410581,1.2890894565894158,IV,1.2890894565894158,IV
Libarna,Italy,44.7057,8.8671,-40.0,62.77308162779097,27.226918372209028,13.226918372209028,9.42691837220903,1.3269183722090219,10.473081627790975,1.3269183722090219,IV,1.3269183722090219,IV
Water Temple of Zaghouan,Tunesia,36.3871,10.1312,-34.0,62.819387892047736,27.180612107952264,13.180612107952264,9.380612107952267,1.2806121079522583,10.519387892047739,1.2806121079522583,IV,1.2806121079522583,IV
Toniná,Mexico,16.8988,-92.0103,23.0,62.89135401421945,27.108645985780548,13.108645985780548,9.30864598578055,1.2086459857805423,10.591354014219455,1.2086459857805423,IV,1.2086459857805423,IV
Labna,Mexico,20.173,-89.579,23.0,63.03867850086023,26.96132149913977,12.961321499139771,9.161321499139774,1.0613214991397655,10.738678500860232,1.0613214991397655,IV,1.0613214991397655,IV
Lamanai,Belize,17.7647,-88.6531,22.0,63.0130940245632,26.986905975436798,12.986905975436798,9.186905975436801,1.0869059754367925,10.713094024563205,1.0869059754367925,IV,1.0869059754367925,IV
Leptis Magna,Libya,32.6382,14.292,-32.0,63.14649397717046,26.853506022829542,12.853506022829542,9.053506022829545,0.9535060228295364,10.84649397717046,0.9535060228295364,IV,0.9535060228295364,IV
Cantona,Mexico,19.5521,-97.4897,25.0,63.199790567128304,26.800209432871696,12.800209432871696,9.0002094328717,0.9002094328716908,10.899790567128306,0.9002094328716908,IV,0.9002094328716908,IV
Cantona,Mexico,19.5517,-97.4868,25.0,63.19898740885282,26.801012591147177,12.801012591147177,9.00101259114718,0.9010125911471718,10.898987408852825,0.9010125911471718,IV,0.9010125911471718,IV
Aguateca,Guatemala,16.3952,-90.2044,22.0,63.1783308913348,26.821669108665198,12.821669108665198,9.0216691086652,0.921669108665192,10.878330891334805,0.921669108665192,IV,0.921669108665192,IV
Kotosh,Peru,-9.9311,-76.2796,13.0,63.33217050278894,26.66782949721106,12.66782949721106,8.867829497211062,0.7678294972110535,11.032170502788944,0.7678294972110535,IV,0.7678294972110535,IV
Al-Rahba castle,Syria,35.1157,40.2663,-32.0,63.281320522282265,26.718679477717735,12.718679477717735,8.918679477717738,0.8186794777177298,10.981320522282267,0.8186794777177298,IV,0.8186794777177298,IV
El Tepozteco,Mexico,19.0008,-99.1014,25.0,63.42695189781334,26.57304810218666,12.573048102186661,8.773048102186664,0.6730481021866552,11.126951897813342,0.6730481021866552,IV,0.6730481021866552,IV
Timgad,Algeria,35.4857,6.4637,-32.0,63.48765425159286,26.512345748407142,12.512345748407142,8.712345748407145,0.6123457484071366,11.18765425159286,0.6123457484071366,IV,0.6123457484071366,IV
Cerveteri,Italy,42.0031,12.0996,-37.0,63.37784778936927,26.62215221063073,12.62215221063073,8.822152210630733,0.7221522106307248,11.077847789369272,0.7221522106307248,IV,0.7221522106307248,IV
Alba Fucens,Italy,42.0799,13.4113,-37.0,63.44418657031747,26.55581342968253,12.55581342968253,8.755813429682533,0.6558134296825244,11.144186570317473,0.6558134296825244,IV,0.6558134296825244,IV
Temples of Bagan (small cluster),Myanmar,21.1659,94.8602,-16.0,63.429112956039205,26.570887043960795,12.570887043960795,8.770887043960798,0.6708870439607892,11.129112956039208,0.6708870439607892,IV,0.6708870439607892,IV
La Campana,Mexico,19.269,-103.7252,26.0,63.50479981098544,26.49520018901456,12.495200189014561,8.695200189014564,0.5952001890145553,11.204799810985442,0.5952001890145553,IV,0.5952001890145553,IV
Saksaywaman,Peru,-13.5091,-71.9828,11.0,63.52962476526532,26.470375234734682,12.470375234734682,8.670375234734685,0.5703752347346764,11.22962476526532,0.5703752347346764,IV,0.5703752347346764,IV
Cusco,Peru,-13.5077,-71.9822,11.0,63.529158672714075,26.470841327285925,12.470841327285925,8.670841327285927,0.570841327285919,11.229158672714078,0.570841327285919,IV,0.570841327285919,IV
Comalcalco,Mexico,18.2789,-93.2009,23.0,63.62594179269222,26.374058207307783,12.374058207307783,8.574058207307786,0.4740582073077775,11.32594179269222,0.4740582073077775,IV,0.4740582073077775,IV
Mehrgarh,Pakistan,29.3838,67.616,-25.0,63.43748089292095,26.562519107079048,12.562519107079048,8.76251910707905,0.6625191070790422,11.137480892920955,0.6625191070790422,IV,0.6625191070790422,IV
Balamku,Mexico,18.5603,-89.94535,22.0,63.68076073167069,26.319239268329312,12.319239268329312,8.519239268329315,0.41923926832930647,11.38076073167069,0.41923926832930647,IV,0.41923926832930647,IV
Elephantin Island,Egypt,24.0845,32.8861,-29.0,63.703961336614256,26.296038663385744,12.296038663385744,8.496038663385747,0.39603866338573823,11.403961336614259,0.39603866338573823,IV,0.39603866338573823,IV
Chichen Itza,Mexico,20.681,-88.57,22.0,63.82846769383786,26.171532306162142,12.171532306162142,8.371532306162145,0.2715323061621362,11.528467693837861,0.2715323061621362,IV,0.2715323061621362,IV
Koshoy Korgon,Kyrgyzstan,41.123,75.7,-24.0,63.811374172819804,26.188625827180196,12.188625827180196,8.3886258271802,0.2886258271801907,11.511374172819806,0.2886258271801907,IV,0.2886258271801907,IV
Chavín de Huantar,Peru,-9.594,-77.176,13.0,64.05414950083244,25.945850499167562,11.945850499167562,8.145850499167565,0.04585049916755679,11.75414950083244,0.04585049916755679,IV,0.04585049916755679,IV
Edzna,Mexico,19.5957,-90.2306,22.0,64.06217016763583,25.937829832364173,11.937829832364173,8.137829832364176,0.03782983236416726,11.76217016763583,0.03782983236416726,IV,0.03782983236416726,IV
Uxmal,Mexico,20.3596,-89.7714,22.0,64.13071186306031,25.869288136939687,11.869288136939687,8.06928813693969,0.03071186306031848,11.830711863060316,0.03071186306031848,IV,0.03071186306031848,IV
Nimrod Castle,Syria,33.2527,35.7147,-31.0,64.06838395289333,25.931616047106672,11.931616047106672,8.131616047106675,0.031616047106666656,11.76838395289333,0.031616047106666656,IV,0.031616047106666656,IV
Great Pyramid of Cholula,Mexico,19.0575,-98.3019,24.0,64.19809857019804,25.80190142980196,11.801901429801958,8.001901429801961,0.09809857019804724,11.898098570198044,0.09809857019804724,IV,0.09809857019804724,IV
Dainzu,Mexico,17.0036,-96.5566,23.0,64.22448160622658,25.775518393773424,11.775518393773424,7.975518393773427,0.12448160622658122,11.924481606226578,0.12448160622658122,IV,0.12448160622658122,IV
Dzibilchaltun,Mexico,21.092,-89.6006,22.0,64.286640432686,25.713359567314,11.713359567314,7.913359567314004,0.18664043268600494,11.986640432686002,0.18664043268600494,IV,0.18664043268600494,IV
Dzibanche,Mexico,18.6386,-88.7594,21.0,64.31715711171243,25.682842888287567,11.682842888287567,7.88284288828757,0.21715711171243868,12.017157111712436,0.21715711171243868,IV,0.21715711171243868,IV
Tulum,Mexico,20.2146,-87.4289,21.0,64.2942916777958,25.705708322204202,11.705708322204202,7.905708322204205,0.19429167779580325,11.9942916777958,0.19429167779580325,IV,0.19429167779580325,IV
Hierapolis,Turkey,37.925,29.1258,-33.0,64.33932851339358,25.660671486606418,11.660671486606418,7.860671486606421,0.23932851339358763,12.039328513393585,0.23932851339358763,IV,0.23932851339358763,IV
Avdat,Israel,30.7944,34.7735,-30.0,64.32678534221846,25.673214657781543,11.673214657781543,7.873214657781546,0.22678534221846292,12.02678534221846,0.22678534221846292,IV,0.22678534221846292,IV
El Chanal,Mexico,19.2929,-103.7054,25.0,64.42660433133558,25.573395668664418,11.573395668664418,7.7733956686644206,0.32660433133558797,12.126604331335585,0.32660433133558797,IV,0.32660433133558797,IV
Santa Cecilia Acatitlan,Mexico,19.5525,-99.1733,24.0,64.51945889053576,25.48054110946424,11.480541109464241,7.680541109464244,0.4194588905357648,12.219458890535762,0.4194588905357648,IV,0.4194588905357648,IV
San Andrés,El Salvador,13.8025,-89.3875,20.0,64.38064996834846,25.619350031651535,11.619350031651535,7.819350031651538,0.2806499683484702,12.080649968348467,0.2806499683484702,IV,0.2806499683484702,IV
Pomac Forest,Peru,-6.4521,-79.8024,13.0,66.13115017989941,23.868849820100593,9.868849820100593,6.068849820100596,2.031150179899413,13.83115017989941,2.031150179899413,IV,2.031150179899413,IV
Great Kyz Kala,Turkmenistan,37.655,62.1525,-27.0,64.38652229249129,25.613477707508707,11.613477707508707,7.81347770750871,0.28652229249129846,12.086522292491296,0.28652229249129846,IV,0.28652229249129846,IV
Comalcalco,Mexico,18.278,-93.20058,22.0,64.61301210163049,25.38698789836951,11.386987898369512,7.5869878983695145,0.513012101630494,12.313012101630491,0.513012101630494,IV,0.513012101630494,IV
Dragon Houses Euboea,Greece,38.1528,24.2635,-33.0,64.60606588893889,25.393934111061114,11.393934111061114,7.593934111061117,0.5060658889388918,12.306065888938889,0.5060658889388918,IV,0.5060658889388918,IV
Hattusa,Turkey,40.0194,34.6144,-33.0,64.64990816865864,25.35009183134136,11.35009183134136,7.550091831341362,0.5499081686586464,12.349908168658644,0.5499081686586464,IV,0.5499081686586464,IV
Ajlun Castle,Jordan,32.3252,35.7273,-30.0,64.67017741716757,25.329822582832435,11.329822582832435,7.529822582832438,0.5701774171675709,12.370177417167568,0.5701774171675709,IV,0.5701774171675709,IV
Chichen Itza,Mexico,20.681,-88.57,21.0,64.81798314570453,25.18201685429547,11.182016854295469,7.382016854295472,0.7179831457045367,12.517983145704534,0.7179831457045367,IV,0.7179831457045367,IV
