SITE NAME,COUNTRY,LAT,LON,BEARING,block
Trikutam,India,18.0989,79.8073,-3.0,South Asia
Tikal,Guatemala,17.2251,-89.6189,2.5,Americas
Rabaçal,Portugal,40.0384,-8.4577,-3.0,Europe-Med
Ake,Mexico,20.9468,-89.3018,2.5,Americas
Temples of Bagan (small cluster),Myanmar,21.1867,94.8984,-2.0,South Asia
Ceibal,Guatemala,16.5136,-90.0613,2.0,Americas
Chicanná,Mexico,18.5069,-89.4862,2.0,Americas
Teopanzolco,Mexico,18.9305,-99.222,2.0,Americas
Tell al-Rimah (Taya),Iraq,36.2589,42.4479,-3.0,Middle East
Lothal,India,22.5222,72.2492,-2.0,South Asia
Chau Say Tevoda,Cambodia,13.4336,103.877,-1.0,Oceania/SE Asia
Pre Rup,Cambodia,13.435,103.9205,-1.0,Oceania/SE Asia
Beng Malea,Cambodia,13.475,104.228,-1.0,Oceania/SE Asia
Seila Pyramid,Egypt,29.3826,31.0535,-2.0,Middle East
Mons Claudianus,Egypt,26.8091,33.4869,-2.0,Middle East
Timgad,Algeria,35.4847,6.4668,-1.5,Europe-Med
Temples of Bagan (small cluster),Myanmar,21.1811,94.8697,-1.0,South Asia
Mingun Stupa,Myanmar,22.0509,96.0175,-1.0,East Asia
Dzibilchaltun,Mexico,21.0911,-89.5917,1.0,Americas
Yaxha,Guatemala,17.0792,-89.4027,1.0,Americas
Kfar Bar'am synagogue,Israel,33.044,35.414,-1.5,Middle East
Teopanzolco,Mexico,18.9301,-99.2224,1.0,Americas
Baksei Chamkrong,Cambodia,13.4253,103.8582,-0.5,Oceania/SE Asia
Djedefre's Pyramid,Egypt,30.0321,31.0748,-1.0,Middle East
Jerash,Jordan,32.2737,35.8906,-1.0,Middle East
Jerash,Jordan,32.2722,35.8913,-1.0,Middle East
Arg-é Bam,Iran,29.114,58.3694,-1.0,Middle East
Resafe,Syria,35.629,38.7581,-1.0,Middle East
Dzibilchaltun,Mexico,21.091,-89.59,0.5,Americas
Srirangam Temple,India,10.863,78.69,-0.399999999999977,South Asia
West Baray,Cambodia,13.434,103.8,-0.199999999999989,Oceania/SE Asia
Phnom Bakheng,Cambodia,13.4235,103.856,-0.199999999999989,Oceania/SE Asia
Preah Ko,Cambodia,13.344,103.973,-0.199999999999989,Oceania/SE Asia
Bakong,Cambodia,13.336,103.974,-0.199999999999989,Oceania/SE Asia
Konark Sun Temple,India,19.8875,86.0945,-0.199999999999989,South Asia
Angkor Wat,Cambodia,13.4125,103.867,-0.100000000000023,Oceania/SE Asia
El Tajín,Mexico,20.4476,-97.3779,0.0,Americas
Ek' Balam,Mexico,20.8907,-88.13605,0.1,Americas
Ek' Balam,Mexico,20.8924,-88.136,0.1,Americas
Conímbriga,Portugal,40.0991,-8.4935,-0.100000000000023,Europe-Med
Chaco Canyon,USA,36.06,-107.97,0.0,Americas
Xochicalco,Mexico,18.8033,-99.2963,0.0,Americas
Texcotzingo,Mexico,19.4973,-98.8181,0.0,Americas
Tamtoc,Mexico,21.9253,-98.8132,0.0,Americas
Cacaxtla,Mexico,19.2445,-98.3379,0.0,Americas
Castillo de Teayo,Mexico,20.75,-97.6333,-1.0,Americas
Cantona,Mexico,19.5538,-97.4909,0.0,Americas
Cempoala,Mexico,19.4477,-96.4014,-1.0,Americas
Palenque,Mexico,17.4841,-92.0462,0.0,Americas
Q'umarkaj,Guatemala,15.0239,-91.1718,0.0,Americas
Mixco Viejo,Mexico,14.8741,-90.6625,0.1,Americas
Ceibal,Guatemala,16.5136,-90.0613,0.0,Americas
Oxkintok,Mexico,20.5604,-89.9538,0.0,Americas
Nakbe,Guatemala,17.6828,-89.8331,0.0,Americas
Calakmul,Mexico,18.1067,-89.8116,0.0,Americas
Dzibilchaltun,Mexico,21.091,-89.59,0.0,Americas
Chicanná,Mexico,18.5096,-89.4888,0.0,Americas
Nakum,Guatemala,17.176,-89.4051,0.0,Americas
Naranjo,Guatemala,17.1335,-89.262,0.1,Americas
Holmul,Guatemala,17.3103,-89.2592,0.0,Americas
El Pilar,Belize,17.2567,-89.1553,0.0,Americas
Copán,Honduras,14.8373,-89.1415,0.0,Americas
Chichen Itza,Mexico,20.681,-88.57,0.0,Americas
Inca-Caranqui,Ecuador,0.3224,-78.1218,0.0,Americas
Vichama,Peru,-11.0239,-77.6338,0.0,Americas
Wanuku Pampa,Peru,-9.8754,-76.8164,0.0,Americas
Cusco,Peru,-13.5077,-71.9822,0.0,Americas
Dougga,Tunesia,36.4222,9.2183,0.0,Europe-Med
Agrigento,Italy,37.2896,13.592,0.0,Europe-Med
Messene,Greece,37.1777,21.9189,1.0,Europe-Med
Ohoden-Valoga,Bulgaria,43.3743,23.7293,0.0,Europe-Med
Asagipinar,Turkey,41.7215,27.2262,0.0,Europe-Med
Priene,Greece,37.6591,27.2982,0.0,Europe-Med
Patara,Turkey,36.2631,29.3177,0.0,Europe-Med
Pyramids of Giza,Egypt,29.976,31.133,-0.0500000000000114,Middle East
Pyramid of Meidum,Egypt,29.3883,31.1572,0.0,Middle East
Niuserra's Pyramid,Egypt,29.904,31.1938,0.0,Middle East
Sahure's Pyramid,Egypt,29.8976,31.2033,0.0,Middle East
Red Pyramid,Egypt,29.8086,31.2064,1.0,Middle East
Bent Pyramid,Egypt,29.7902,31.2094,1.0,Middle East
Saqqara,Egypt,29.8544,31.2191,0.0,Middle East
Pyramid of List,Egypt,29.5601,31.2213,0.0,Middle East
Philae,Egypt,24.0252,32.8846,0.0,Middle East
Kanlidivane,Turkey,36.5231,34.1233,0.0,Middle East
Nabi Samuel,West Bank,31.8327,35.1802,0.0,Middle East
Masada ,Israel,31.316,35.353,-0.100000000000023,Middle East
Roma Havuzu Sarikaya,Turkey,39.495,35.3766,0.0,Middle East
Qumran,Israel,31.7417,35.4596,0.0,Middle East
Belvoir Fortress,Israel,32.5955,35.5215,-0.100000000000023,Middle East
Byblos,Lebanon,34.1199,35.6464,0.0,Middle East
Haran,Turkey,36.8638,39.0305,0.0,Middle East
Mari,Syria,34.5522,40.888,0.0,Middle East
Unknown Ruin at Assur,Iraq,35.4561,43.2576,0.0,Middle East
Nimrud,Iraq,36.097,43.3303,0.0,Middle East
Sippar (Sumer),Iraq,33.0609,44.2557,0.0,Middle East
Babylon New,Iraq,32.5422,44.4211,0.0,Middle East
Shahr-e Sukhteh,Iran,30.5954,61.3263,0.0,South Asia
Harappa,Pakistan,30.629,72.864,0.0,South Asia
Kanheri,India,19.2084,72.9058,0.0,South Asia
"Durga temple, Aihole",India,16.0206,75.8819,0.0,South Asia
Hampi,India,15.3325,76.4596,0.0,South Asia
Padmanabhaswamy temple,India,8.4827,76.9438,-0.5,South Asia
Bijamandal Temple,India,23.5285,77.8012,0.0,South Asia
Warangal,India,17.9611,79.6145,0.0,South Asia
Warangal,India,17.9564,79.6154,0.0,South Asia
Lumbini,Nepal,27.484,83.273,0.9,South Asia
Temples of Bagan (medium cluster),Myanmar,21.1768,94.8744,0.0,South Asia
Temples of Bagan (very large cluster),Myanmar,21.1841,94.8818,0.0,South Asia
Tomb of Emperor Wen of Sui,China,34.2878,108.02289,0.0,East Asia
Tomb of Emperor Ping of Han,China,34.3977,108.712421,0.0,East Asia
Tomb of Emperor Yuan of Han,China,34.3903,108.739114,0.0,East Asia
Tomb of Emperor Ai of Han,China,34.4008,108.764606,0.0,East Asia
Tomb of Emperor Jing of Han,China,34.4438,108.940784,0.0,East Asia
Tomb of Empress Wang,China,34.4462,108.9475,0.0,East Asia
Tomb of Empress Wang,China,34.1789,109.028396,0.0,East Asia
Tomb of Empress Xu,China,34.1273,109.055786,0.0,East Asia
Tomb of First Emperor,China,34.3812,109.254012,1.0,East Asia
Borobudur,Indonesia,-7.608,110.204,-0.00999999999999091,Oceania/SE Asia
Prambanan,Indonesia,-7.7521,110.4914,0.0,Oceania/SE Asia
Tomb of Emperor Xiaojing of Tang,China,34.6327,112.81109,0.0,East Asia
Chaco Canyon,Portugal,40.3777,-7.3425,-45.0,Europe-Med
